Hit	DB	Accession	Description	Organism	Length	Score(Bits)	Identities(%)	Positives(%)	E()
615	TR	A0A166JUI1	S-adenosylmethionine synthase OS=Athelia psychrophila OX=1759441 GN=FIBSPDRAFT_931847 PE=3 SV=1	Athelia psychrophila	390	1516	75.5	86.5	0.0
616	TR	W7I8H8	S-adenosylmethionine synthase OS=Drechslerella stenobrocha 248 OX=1043628 GN=DRE_02146 PE=3 SV=1	Drechslerella stenobrocha 248	391	1516	75.9	86.7	0.0
617	TR	A0AA97PIB1	S-adenosylmethionine synthase OS=Pyricularia oryzae (strain Y34) OX=1143189 GN=OOU_Y34scaffold00704g10 PE=3 SV=1	Pyricularia oryzae (strain Y34)	394	1516	74.8	86.9	0.0
618	TR	G4NCL5	S-adenosylmethionine synthase OS=Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) OX=242507 GN=MGG_00383 PE=3 SV=1	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	394	1516	74.8	86.9	0.0
619	TR	A0A2N8UJG9	S-adenosylmethionine synthase OS=Sporisorium reilianum f. sp. reilianum OX=72559 GN=SRS1_15901 PE=3 SV=1	Sporisorium reilianum f. sp. reilianum	389	1516	75.5	87.6	0.0
620	TR	L7JKT1	S-adenosylmethionine synthase OS=Pyricularia oryzae (strain P131) OX=1143193 GN=OOW_P131scaffold00220g1 PE=3 SV=1	Pyricularia oryzae (strain P131)	394	1516	74.8	86.9	0.0
621	TR	A0A8J2NAN5	S-adenosylmethionine synthase OS=Fusarium equiseti OX=61235 GN=FEQUK3_LOCUS3036 PE=3 SV=1	Fusarium equiseti	402	1516	75.6	86.4	0.0
622	TR	A0A0F4ZH12	S-adenosylmethionine synthase OS=Thielaviopsis punctulata OX=72032 GN=TD95_004064 PE=3 SV=1	Thielaviopsis punctulata	386	1516	76.1	86.4	0.0
623	TR	E6ZQC9	S-adenosylmethionine synthase OS=Sporisorium reilianum (strain SRZ2) OX=999809 GN=sr15901 PE=3 SV=1	Sporisorium reilianum (strain SRZ2)	389	1516	75.5	87.6	0.0
624	TR	A0AAV9P7E8	S-adenosylmethionine synthase OS=Saxophila tyrrhenica OX=1690608 GN=SAM2 PE=3 SV=1	Saxophila tyrrhenica	392	1516	76.1	85.5	0.0
625	TR	A0A8H3UWE9	S-adenosylmethionine synthase OS=Venturia inaequalis OX=5025 GN=EG328_001799 PE=3 SV=1	Venturia inaequalis	390	1515	76.5	85.2	0.0
626	TR	A0A2G5HU86	S-adenosylmethionine synthase OS=Cercospora beticola OX=122368 GN=CB0940_10678 PE=3 SV=1	Cercospora beticola	393	1515	74.5	86.3	0.0
627	TR	A0A1Q8R9Q8	S-adenosylmethionine synthase OS=Colletotrichum chlorophyti OX=708187 GN=CCHL11_09705 PE=3 SV=1	Colletotrichum chlorophyti	401	1515	75.9	85.8	0.0
628	TR	A0A8K0XHW9	S-adenosylmethionine synthase OS=Phlebopus sp. FC_14 OX=2615122 GN=F5I97DRAFT_1845365 PE=3 SV=1	Phlebopus sp. FC_14	392	1515	75.0	87.6	0.0
629	TR	S9X099	S-adenosylmethionine synthase OS=Schizosaccharomyces cryophilus (strain OY26 / ATCC MYA-4695 / CBS 11777 / NBRC 106824 / NRRL Y48691) OX=653667 GN=SPOG_01135 PE=3 SV=1	Schizosaccharomyces cryophilus (strain OY26 / ATCC MYA-4695 / CBS 11777 / NBRC 106824 / NRRL Y48691)	382	1515	74.3	86.9	0.0
630	TR	A0A319ES38	S-adenosylmethionine synthase OS=Aspergillus sclerotiicarbonarius (strain CBS 121057 / IBT 28362) OX=1448318 GN=BO78DRAFT_356761 PE=3 SV=1	Aspergillus sclerotiicarbonarius (strain CBS 121057 / IBT 28362)	387	1515	73.9	86.0	0.0
631	TR	A0AAD8QBC7	S-adenosylmethionine synthase OS=Colletotrichum navitas OX=681940 GN=LY79DRAFT_320191 PE=3 SV=1	Colletotrichum navitas	400	1515	75.6	85.8	0.0
632	TR	A0A4Q9N614	S-adenosylmethionine synthase OS=Dichomitus squalens OX=114155 GN=BD310DRAFT_803499 PE=3 SV=1	Dichomitus squalens	392	1515	75.7	86.8	0.0
633	TR	A0A1F5LTM2	S-adenosylmethionine synthase OS=Penicillium arizonense OX=1835702 GN=PENARI_c003G01224 PE=3 SV=1	Penicillium arizonense	390	1515	75.8	86.1	0.0
634	TR	R1GES4	S-adenosylmethionine synthase OS=Botryosphaeria parva (strain UCR-NP2) OX=1287680 GN=UCRNP2_6493 PE=3 SV=1	Botryosphaeria parva (strain UCR-NP2)	391	1515	75.5	86.1	0.0
635	TR	A0A8H8U715	S-adenosylmethionine synthase OS=Lachnellula subtilissima OX=602034 GN=eth-1 PE=3 SV=1	Lachnellula subtilissima	398	1515	75.0	86.6	0.0
636	TR	A0A0S6XDA3	S-adenosylmethionine synthase OS=Dothideomycetidae sp. (strain 11243) OX=1603295 GN=ANO11243_015000 PE=3 SV=1	Dothideomycetidae sp. (strain 11243)	390	1515	76.0	85.5	0.0
637	TR	A0A317WG07	S-adenosylmethionine synthase OS=Aspergillus sclerotioniger CBS 115572 OX=1450535 GN=BO94DRAFT_495292 PE=3 SV=1	Aspergillus sclerotioniger CBS 115572	387	1515	73.9	86.0	0.0
638	TR	A0A9W9WH19	S-adenosylmethionine synthase OS=Penicillium desertorum OX=1303715 GN=N7530_011351 PE=3 SV=1	Penicillium desertorum	387	1515	75.1	85.6	0.0
639	TR	A0A5N5QV74	S-adenosylmethionine synthase OS=Ceratobasidium theobromae OX=1582974 GN=CTheo_903 PE=3 SV=1	Ceratobasidium theobromae	395	1515	74.7	87.6	0.0
640	TR	A0A9P6LK86	S-adenosylmethionine synthase OS=Colletotrichum karsti OX=1095194 GN=CkaCkLH20_05886 PE=3 SV=1	Colletotrichum karsti	400	1514	75.9	85.8	0.0
641	TR	A0A2T6ZRG5	S-adenosylmethionine synthase OS=Tuber borchii OX=42251 GN=B9Z19DRAFT_1084758 PE=3 SV=1	Tuber borchii	382	1514	74.9	85.9	0.0
642	TR	A0A9P7UJG3	S-adenosylmethionine synthase OS=Colletotrichum scovillei OX=1209932 GN=JMJ77_006256 PE=3 SV=1	Colletotrichum scovillei	401	1514	75.9	85.6	0.0
643	TR	A0AAI9U1J3	S-adenosylmethionine synthase OS=Colletotrichum melonis OX=1209925 GN=CMEL01_07199 PE=3 SV=1	Colletotrichum melonis	401	1514	75.9	85.6	0.0
644	TR	A0AAW0YTE6	S-adenosylmethionine synthase OS=Kwoniella newhampshirensis OX=1651941 GN=IAR55_006541 PE=3 SV=1	Kwoniella newhampshirensis	396	1514	76.1	86.9	0.0
645	TR	A0A8H2W5N8	S-adenosylmethionine synthase OS=Rhizoctonia solani OX=456999 GN=RDB_LOCUS2443 PE=3 SV=1	Rhizoctonia solani	392	1514	74.7	87.6	0.0
646	TR	A0AAJ0DSW3	S-adenosylmethionine synthase OS=Colletotrichum costaricense OX=1209916 GN=CCOS01_15856 PE=3 SV=1	Colletotrichum costaricense	401	1514	75.9	85.6	0.0
647	TR	A0A010QI30	S-adenosylmethionine synthase OS=Colletotrichum fioriniae PJ7 OX=1445577 GN=CFIO01_12056 PE=3 SV=1	Colletotrichum fioriniae PJ7	401	1514	75.9	85.6	0.0
648	TR	A0A135USD3	S-adenosylmethionine synthase OS=Colletotrichum nymphaeae SA-01 OX=1460502 GN=CNYM01_05703 PE=3 SV=1	Colletotrichum nymphaeae SA-01	401	1514	75.9	85.6	0.0
649	TR	A0A135V5H7	S-adenosylmethionine synthase OS=Colletotrichum salicis OX=1209931 GN=CSAL01_05258 PE=3 SV=1	Colletotrichum salicis	401	1514	75.9	85.6	0.0
650	TR	A0A7C8IF79	S-adenosylmethionine synthase OS=Massariosphaeria phaeospora OX=100035 GN=BDV95DRAFT_533335 PE=3 SV=1	Massariosphaeria phaeospora	398	1514	75.7	86.0	0.0
651	TR	A0A135RYF7	S-adenosylmethionine synthase OS=Colletotrichum simmondsii OX=703756 GN=CSIM01_08331 PE=3 SV=1	Colletotrichum simmondsii	401	1514	75.9	85.6	0.0
652	TR	A0AAJ0EY74	S-adenosylmethionine synthase OS=Colletotrichum godetiae OX=1209918 GN=BDP55DRAFT_629966 PE=3 SV=1	Colletotrichum godetiae	401	1514	75.9	85.6	0.0
653	TR	G2Q391	S-adenosylmethionine synthase OS=Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) OX=573729 GN=MYCTH_2313783 PE=3 SV=1	Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799)	400	1514	76.4	86.1	0.0
654	TR	A0A8H3C8A6	S-adenosylmethionine synthase OS=Rhizoctonia solani OX=456999 GN=RDB_LOCUS90970 PE=3 SV=1	Rhizoctonia solani	393	1514	74.5	88.2	0.0
655	TR	A0A0C9VE03	S-adenosylmethionine synthase OS=Sphaerobolus stellatus (strain SS14) OX=990650 GN=M422DRAFT_31889 PE=3 SV=1	Sphaerobolus stellatus (strain SS14)	394	1514	74.9	87.3	0.0
656	TR	A0A1X7VTR8	S-adenosylmethionine synthase OS=Amphimedon queenslandica OX=400682 GN=100638371 PE=3 SV=1	Amphimedon queenslandica	439	1514	73.5	87.8	0.0
657	TR	A0A0D2BQH7	S-adenosylmethionine synthase OS=Exophiala spinifera OX=91928 GN=PV08_01813 PE=3 SV=1	Exophiala spinifera	391	1514	76.0	85.0	0.0
658	TR	A0A8E2JPS2	S-adenosylmethionine synthase OS=Glonium stellatum OX=574774 GN=AOQ84DRAFT_356151 PE=3 SV=1	Glonium stellatum	394	1514	76.4	86.2	0.0
659	TR	A0AAE8MIZ0	S-adenosylmethionine synthase OS=Fusarium torulosum OX=33205 GN=FTOL_10669 PE=3 SV=1	Fusarium torulosum	403	1514	75.3	86.6	0.0
660	TR	A0AAD6HYY7	S-adenosylmethionine synthase OS=Penicillium canescens OX=5083 GN=N7460_013472 PE=3 SV=1	Penicillium canescens	390	1514	75.5	86.1	0.0
661	TR	A0A0B7F2A8	S-adenosylmethionine synthase OS=Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) OX=1108050 GN=SAM2 PE=3 SV=1	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14)	392	1514	74.7	87.6	0.0
662	TR	A0AAI9ZUC3	S-adenosylmethionine synthase OS=Colletotrichum phormii OX=359342 GN=BDP81DRAFT_448411 PE=3 SV=1	Colletotrichum phormii	401	1514	76.1	85.3	0.0
663	TR	A0A8H8MSQ7	S-adenosylmethionine synthase OS=Ceratobasidium sp. AG-Ba OX=170446 GN=RhiJN_27943 PE=3 SV=1	Ceratobasidium sp. AG-Ba	395	1514	75.0	86.3	0.0
664	TR	A0A9P9X9S0	S-adenosylmethionine synthase OS=Colletotrichum abscissum OX=1671311 GN=CABS02_09773 PE=3 SV=1	Colletotrichum abscissum	401	1514	75.9	85.6	0.0
665	TR	E3QDA0	S-adenosylmethionine synthase OS=Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) OX=645133 GN=GLRG_04016 PE=3 SV=1	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212)	400	1514	75.3	85.8	0.0
666	TR	A0A165S0K8	S-adenosylmethionine synthase OS=Daedalea quercina L-15889 OX=1314783 GN=DAEQUDRAFT_724359 PE=3 SV=1	Daedalea quercina L-15889	393	1513	75.7	86.8	0.0
667	TR	A0AAF0AYF5	S-adenosylmethionine synthase OS=Schizosaccharomyces osmophilus OX=2545709 GN=sam1 PE=3 SV=1	Schizosaccharomyces osmophilus	382	1513	74.1	87.7	0.0
668	TR	A0A317SG47	S-adenosylmethionine synthase OS=Tuber magnatum OX=42249 GN=C7212DRAFT_332263 PE=3 SV=1	Tuber magnatum	382	1513	74.7	86.1	0.0
669	TR	A0AAI8YQP5	S-adenosylmethionine synthase OS=Anthostomella pinea OX=933095 GN=KHLLAP_LOCUS14301 PE=3 SV=1	Anthostomella pinea	399	1513	74.9	86.1	0.0
670	TR	A0AAN7BW46	S-adenosylmethionine synthase OS=Podospora fimiseda OX=252190 GN=QBC38DRAFT_440790 PE=3 SV=1	Podospora fimiseda	406	1513	75.3	86.1	0.0
671	TR	A0A9W9XJU6	S-adenosylmethionine synthase OS=Penicillium fimorum OX=1882269 GN=N7463_010398 PE=3 SV=1	Penicillium fimorum	387	1513	75.1	85.6	0.0
672	TR	A0A9P6ENM7	S-adenosylmethionine synthase OS=Crepidotus variabilis OX=179855 GN=CPB83DRAFT_847368 PE=3 SV=1	Crepidotus variabilis	393	1513	74.9	87.1	0.0
673	TR	A0A9W8SGH6	S-adenosylmethionine synthase OS=Fusarium torreyae OX=1237075 GN=SAM2 PE=3 SV=1	Fusarium torreyae	403	1513	75.6	85.8	0.0
674	TR	A0A0C4DLC2	S-adenosylmethionine synthase OS=Magnaporthiopsis poae (strain ATCC 64411 / 73-15) OX=644358 GN=MAPG_00563 PE=3 SV=1	Magnaporthiopsis poae (strain ATCC 64411 / 73-15)	405	1513	74.8	86.6	0.0
675	TR	A0AA43QR55	S-adenosylmethionine synthase OS=Ramalina farinacea OX=258253 GN=SAM2 PE=3 SV=1	Ramalina farinacea	426	1513	75.7	85.5	0.0
676	TR	A0A3N4IZQ7	S-adenosylmethionine synthase OS=Choiromyces venosus 120613-1 OX=1336337 GN=L873DRAFT_1819543 PE=3 SV=1	Choiromyces venosus 120613-1	382	1513	74.3	86.1	0.0
677	TR	A0A8H7FYD6	S-adenosylmethionine synthase OS=Athelia sp. TMB OX=2748771 GN=HWV62_8403 PE=3 SV=1	Athelia sp. TMB	391	1513	75.7	86.0	0.0
678	TR	A0AAN6X1C2	S-adenosylmethionine synthase OS=Podospora australis OX=1536484 GN=QBC35DRAFT_379619 PE=3 SV=1	Podospora australis	408	1513	75.6	86.4	0.0
679	TR	A0A0D1BZM0	S-adenosylmethionine synthase OS=Mycosarcoma maydis OX=5270 GN=UMAG_05019 PE=3 SV=1	Mycosarcoma maydis	389	1513	75.5	87.1	0.0
680	TR	V5GT98	S-adenosylmethionine synthase OS=Kalmanozyma brasiliensis (strain GHG001) OX=1365824 GN=PSEUBRA_SCAF12g01714 PE=3 SV=1	Kalmanozyma brasiliensis (strain GHG001)	393	1513	75.3	87.6	0.0
681	TR	A0A9P5JLP3	S-adenosylmethionine synthase OS=Clavulina sp. PMI_390 OX=1486700 GN=DL93DRAFT_185328 PE=3 SV=1	Clavulina sp. PMI_390	393	1512	76.2	86.5	0.0
682	TR	A0AAX4KJM2	S-adenosylmethionine synthase OS=Kwoniella europaea PYCC6329 OX=1423913 GN=V865_004357 PE=3 SV=1	Kwoniella europaea PYCC6329	396	1512	76.4	86.6	0.0
683	TR	A0A8H3AVI7	S-adenosylmethionine synthase OS=Rhizoctonia solani OX=456999 GN=RDB_LOCUS95789 PE=3 SV=1	Rhizoctonia solani	392	1512	74.5	87.6	0.0
684	TR	A0A1V6QL66	S-adenosylmethionine synthase OS=Penicillium antarcticum OX=416450 GN=PENANT_c002G07802 PE=3 SV=1	Penicillium antarcticum	390	1512	75.5	86.1	0.0
685	TR	A0A164P5F4	S-adenosylmethionine synthase OS=Sistotremastrum niveocremeum HHB9708 OX=1314777 GN=SISNIDRAFT_459844 PE=3 SV=1	Sistotremastrum niveocremeum HHB9708	396	1512	74.7	87.1	0.0
686	TR	A0A8H6NZC5	S-adenosylmethionine synthase OS=Colletotrichum musicola OX=2175873 GN=CMUS01_00233 PE=3 SV=1	Colletotrichum musicola	396	1512	75.6	85.8	0.0
687	TR	A0AAN6YHP0	S-adenosylmethionine synthase OS=Rhypophila decipiens OX=261697 GN=QBC37DRAFT_395366 PE=3 SV=1	Rhypophila decipiens	404	1512	75.3	86.9	0.0
688	TR	A0A0B1P732	S-adenosylmethionine synthase OS=Uncinula necator OX=52586 GN=EV44_g4603 PE=3 SV=1	Uncinula necator	386	1512	75.1	85.8	0.0
689	TR	A0AAV5AI79	S-adenosylmethionine synthase OS=Clathrus columnatus OX=1419009 GN=SAM1 PE=3 SV=1	Clathrus columnatus	394	1512	75.7	86.3	0.0
690	TR	A0A1V6Z5B4	S-adenosylmethionine synthase OS=Penicillium nalgiovense OX=60175 GN=PENNAL_c0003G08600 PE=3 SV=1	Penicillium nalgiovense	387	1512	75.1	85.6	0.0
691	TR	A0A8H8JB74	S-adenosylmethionine synthase OS=Ceratobasidium sp. AG-Ba OX=170446 GN=RhiJN_13884 PE=3 SV=1	Ceratobasidium sp. AG-Ba	395	1512	75.0	86.3	0.0
692	TR	A0A1B9G831	S-adenosylmethionine synthase OS=Kwoniella bestiolae CBS 10118 OX=1296100 GN=I302_02032 PE=3 SV=1	Kwoniella bestiolae CBS 10118	396	1512	76.4	86.6	0.0
693	TR	A0A3N2PM34	S-adenosylmethionine synthase OS=Sodiomyces alkalinus (strain CBS 110278 / VKM F-3762 / F11) OX=1314773 GN=SODALDRAFT_328955 PE=3 SV=1	Sodiomyces alkalinus (strain CBS 110278 / VKM F-3762 / F11)	396	1512	75.6	86.6	0.0
694	TR	S8ACL2	S-adenosylmethionine synthase OS=Dactylellina haptotyla (strain CBS 200.50) OX=1284197 GN=H072_5386 PE=3 SV=1	Dactylellina haptotyla (strain CBS 200.50)	389	1512	75.4	86.8	0.0
695	TR	M5E7P2	S-adenosylmethionine synthase OS=Malassezia sympodialis (strain ATCC 42132) OX=1230383 GN=SAM1 PE=3 SV=1	Malassezia sympodialis (strain ATCC 42132)	387	1512	75.3	87.6	0.0
696	TR	A0AAJ0FDG6	S-adenosylmethionine synthase OS=Phialemonium atrogriseum OX=1093897 GN=QBC33DRAFT_457120 PE=3 SV=1	Phialemonium atrogriseum	397	1512	75.9	86.1	0.0
697	TR	A0A4Q1BPE2	S-adenosylmethionine synthase OS=Tremella mesenterica OX=5217 GN=M231_03144 PE=3 SV=1	Tremella mesenterica	400	1512	75.6	86.1	0.0
698	TR	A0A8H6U380	S-adenosylmethionine synthase OS=Colletotrichum plurivorum OX=2175906 GN=CPLU01_01473 PE=3 SV=1	Colletotrichum plurivorum	396	1512	75.6	85.8	0.0
699	TR	A0AAN8N7U3	S-adenosylmethionine synthase OS=Arthrobotrys conoides OX=74498 GN=SAM2 PE=3 SV=1	Arthrobotrys conoides	391	1512	74.9	86.2	0.0
700	TR	A0A8H6MWG3	S-adenosylmethionine synthase OS=Colletotrichum sojae OX=2175907 GN=CSOJ01_06165 PE=3 SV=1	Colletotrichum sojae	396	1512	75.6	85.8	0.0
701	TR	A0A0A2KNZ8	S-adenosylmethionine synthase OS=Penicillium italicum OX=40296 GN=PITC_056040 PE=3 SV=1	Penicillium italicum	387	1512	74.5	85.8	0.0
702	TR	A0A178DJT4	S-adenosylmethionine synthase OS=Pyrenochaeta sp. DS3sAY3a OX=765867 GN=IQ07DRAFT_636654 PE=3 SV=1	Pyrenochaeta sp. DS3sAY3a	395	1512	77.0	85.4	0.0
703	TR	A0A5C3MCF0	S-adenosylmethionine synthase OS=Crucibulum laeve OX=68775 GN=BDQ12DRAFT_676027 PE=3 SV=1	Crucibulum laeve	395	1512	75.5	87.1	0.0
704	TR	A0A9W9H1B1	S-adenosylmethionine synthase OS=Penicillium bovifimosum OX=126998 GN=N7515_005065 PE=3 SV=1	Penicillium bovifimosum	390	1511	75.3	85.3	0.0
705	TR	A0A420HSS8	S-adenosylmethionine synthase OS=Erysiphe neolycopersici OX=212602 GN=OnM2_050038 PE=3 SV=1	Erysiphe neolycopersici	386	1511	75.8	85.8	0.0
706	TR	A0A086TFE8	S-adenosylmethionine synthase OS=Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137) OX=857340 GN=ACRE_010560 PE=3 SV=1	Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137)	394	1511	74.5	87.1	0.0
707	TR	W3VX47	S-adenosylmethionine synthase OS=Moesziomyces aphidis OX=84754 GN=PaG_00131 PE=3 SV=1	Moesziomyces aphidis	389	1511	75.0	87.6	0.0
708	TR	A0A8H4Y6G5	S-adenosylmethionine synthase OS=Fusarium sp. NRRL 66182 OX=2692428 GN=F66182_4611 PE=3 SV=1	Fusarium sp. NRRL 66182	402	1511	75.1	86.6	0.0
709	TR	A0A6A6VAQ9	S-adenosylmethionine synthase OS=Sporormia fimetaria CBS 119925 OX=1340428 GN=M011DRAFT_468255 PE=3 SV=1	Sporormia fimetaria CBS 119925	397	1511	75.7	86.2	0.0
710	TR	A0A5C3E0E7	S-adenosylmethionine synthase OS=Ustilago trichophora OX=86804 GN=UTRI_03505_B PE=3 SV=1	Ustilago trichophora	389	1511	74.7	87.4	0.0
711	TR	A0A9P8L7S8	S-adenosylmethionine synthase OS=Trichoglossum hirsutum OX=265104 GN=GP486_006529 PE=3 SV=1	Trichoglossum hirsutum	391	1511	75.0	86.6	0.0
712	TR	A0A0C3BHL0	S-adenosylmethionine synthase OS=Serendipita vermifera MAFF 305830 OX=933852 GN=M408DRAFT_273376 PE=3 SV=1	Serendipita vermifera MAFF 305830	391	1511	75.5	86.5	0.0
713	TR	A0A2U9NLD5	S-adenosylmethionine synthase OS=Hapsidospora chrysogena OX=5044 GN=SAMS PE=3 SV=1	Hapsidospora chrysogena	394	1511	74.5	87.1	0.0
714	TR	A0AAD8UP13	S-adenosylmethionine synthase OS=Glomerella acutata OX=27357 GN=BDZ83DRAFT_651073 PE=3 SV=1	Glomerella acutata	401	1511	75.6	85.6	0.0
715	TR	A0A1X2I3H9	S-adenosylmethionine synthase OS=Absidia repens OX=90262 GN=BCR42DRAFT_424559 PE=3 SV=1	Absidia repens	383	1511	73.1	87.2	0.0
716	TR	A0A9W8YGK0	S-adenosylmethionine synthase OS=Neocucurbitaria cava OX=798079 GN=SAM2 PE=3 SV=1	Neocucurbitaria cava	394	1511	75.5	85.5	0.0
717	TR	A0A0A2I0S7	S-adenosylmethionine synthase OS=Penicillium expansum OX=27334 GN=PEX2_100850 PE=3 SV=1	Penicillium expansum	387	1511	74.8	85.6	0.0
718	TR	A0A162Q848	S-adenosylmethionine synthase OS=Colletotrichum incanum OX=1573173 GN=CI238_01185 PE=3 SV=1	Colletotrichum incanum	401	1511	75.3	86.1	0.0
719	TR	A0A2G8RSB9	S-adenosylmethionine synthase OS=Ganoderma sinense ZZ0214-1 OX=1077348 GN=GSI_14161 PE=3 SV=1	Ganoderma sinense ZZ0214-1	396	1511	75.4	87.3	0.0
720	TR	A0A9P4VLJ0	S-adenosylmethionine synthase OS=Patellaria atrata CBS 101060 OX=1346257 GN=M501DRAFT_317491 PE=3 SV=1	Patellaria atrata CBS 101060	394	1511	74.8	87.5	0.0
721	TR	A0A1B9IX24	S-adenosylmethionine synthase OS=Kwoniella mangroviensis CBS 10435 OX=1331196 GN=L486_02763 PE=3 SV=1	Kwoniella mangroviensis CBS 10435	396	1511	76.4	86.6	0.0
722	TR	A0A9R1D0Z7	S-adenosylmethionine synthase OS=Cryptococcus cf. gattii OX=2011032 GN=D1P53_002540 PE=3 SV=1	Cryptococcus cf. gattii	397	1510	76.1	86.4	0.0
723	TR	A0A8H4KAW7	S-adenosylmethionine synthase OS=Fusarium austroafricanum OX=2364996 GN=F53441_9849 PE=3 SV=1	Fusarium austroafricanum	403	1510	75.6	85.8	0.0
724	TR	A0AAN7CEL5	S-adenosylmethionine synthase OS=Achaetomium macrosporum OX=79813 GN=C8A03DRAFT_41850 PE=3 SV=1	Achaetomium macrosporum	401	1510	76.1	85.8	0.0
725	TR	A0AAN6R291	S-adenosylmethionine synthase OS=Onygenales sp. PD_12 OX=2135916 GN=SAM2 PE=3 SV=1	Onygenales sp. PD_12	390	1510	75.8	86.3	0.0
726	TR	A0A9W9FF45	S-adenosylmethionine synthase OS=Penicillium argentinense OX=1131581 GN=N7532_005813 PE=3 SV=1	Penicillium argentinense	389	1510	76.3	85.2	0.0
727	TR	A0A6A5X473	S-adenosylmethionine synthase OS=Amniculicola lignicola CBS 123094 OX=1392246 GN=P154DRAFT_550047 PE=3 SV=1	Amniculicola lignicola CBS 123094	396	1510	76.3	85.0	0.0
728	TR	A0A409VMG8	S-adenosylmethionine synthase OS=Panaeolus cyanescens OX=181874 GN=CVT24_011517 PE=3 SV=1	Panaeolus cyanescens	393	1510	74.9	87.3	0.0
729	TR	A0A1M2V7J6	S-adenosylmethionine synthase OS=Trametes pubescens OX=154538 GN=TRAPUB_5802 PE=3 SV=1	Trametes pubescens	396	1510	74.9	86.5	0.0
730	TR	E4ZWG8	S-adenosylmethionine synthase OS=Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) OX=985895 GN=LEMA_P030960.1 PE=3 SV=1	Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8)	395	1510	75.4	86.5	0.0
731	TR	A0A2C5ZKY5	S-adenosylmethionine synthase OS=Ophiocordyceps camponoti-rufipedis OX=2004952 GN=CDD80_2916 PE=3 SV=1	Ophiocordyceps camponoti-rufipedis	398	1510	75.3	85.6	0.0
732	TR	A0A0G2EUM7	S-adenosylmethionine synthase OS=Diplodia seriata OX=420778 GN=BK809_0000842 PE=3 SV=1	Diplodia seriata	391	1510	75.3	86.1	0.0
733	TR	A0A9P4V0L3	S-adenosylmethionine synthase OS=Polyplosphaeria fusca OX=682080 GN=EJ04DRAFT_216122 PE=3 SV=1	Polyplosphaeria fusca	394	1510	76.8	85.2	0.0
734	TR	E6QXM3	S-adenosylmethionine synthase OS=Cryptococcus gattii serotype B (strain WM276 / ATCC MYA-4071) OX=367775 GN=CGB_A4140C PE=3 SV=1	Cryptococcus gattii serotype B (strain WM276 / ATCC MYA-4071)	397	1510	76.1	86.4	0.0
735	TR	A0A8H4QBP7	S-adenosylmethionine synthase OS=Ophiocordyceps camponoti-floridani OX=2030778 GN=GQ602_000233 PE=3 SV=1	Ophiocordyceps camponoti-floridani	398	1510	75.3	85.8	0.0
736	TR	W9CBJ1	S-adenosylmethionine synthase OS=Sclerotinia borealis (strain F-4128) OX=1432307 GN=SBOR_7384 PE=3 SV=1	Sclerotinia borealis (strain F-4128)	392	1510	75.5	85.5	0.0
737	TR	M2RHY4	S-adenosylmethionine synthase OS=Ceriporiopsis subvermispora (strain B) OX=914234 GN=CERSUDRAFT_64362 PE=3 SV=1	Ceriporiopsis subvermispora (strain B)	392	1510	74.2	87.9	0.0
738	TR	D5GJ78	S-adenosylmethionine synthase OS=Tuber melanosporum (strain Mel28) OX=656061 GN=GSTUM_00008874001 PE=3 SV=1	Tuber melanosporum (strain Mel28)	382	1510	74.3	85.9	0.0
739	TR	A0A6A6BWK3	S-adenosylmethionine synthase OS=Aplosporella prunicola CBS 121167 OX=1176127 GN=K452DRAFT_3710 PE=3 SV=1	Aplosporella prunicola CBS 121167	392	1510	75.7	86.3	0.0
740	TR	A0A446BA71	S-adenosylmethionine synthase OS=Thermothielavioides terrestris OX=2587410 GN=TT172_LOCUS1804 PE=3 SV=1	Thermothielavioides terrestris	405	1509	76.1	86.1	0.0
741	TR	G2QY68	S-adenosylmethionine synthase OS=Thermothielavioides terrestris (strain ATCC 38088 / NRRL 8126) OX=578455 GN=THITE_56460 PE=3 SV=1	Thermothielavioides terrestris (strain ATCC 38088 / NRRL 8126)	405	1509	76.1	86.1	0.0
742	TR	A0A1J9QPZ0	S-adenosylmethionine synthase OS=Diplodia corticola OX=236234 GN=BKCO1_5900063 PE=3 SV=1	Diplodia corticola	391	1509	75.3	85.8	0.0
743	TR	A0A0H2RM68	S-adenosylmethionine synthase OS=Schizopora paradoxa OX=27342 GN=SCHPADRAFT_906799 PE=3 SV=1	Schizopora paradoxa	392	1509	75.4	86.5	0.0
